ab-5379338,Quiet Cottage on Crystal Clear Lake,Cottage,Entire home/apt,2/15/15,5-21-19,Canada,44.05738,-65.85883,Nova Scotia,Yarmouth Municipal District,,,,CAD,138.09,177.91,7319,9429,0.353,13,53,97,34,5,1,12,5/13/19,100,FALSE,,Strict - Free cancellation for 48 hours,189,250,38,50,8,10,152,3182,796,After 2PM,12PM (noon),2,10,31,TRUE,4.5,5379338,25805553,https://www.airbnb.com/rooms/5379338,https://a0.muscache.com/im/pictures/96145544/878b7a8a_original.jpg?aki_policy=x_large,,,,
ab-2193346,Venez vous relaxer aupres du lac,House,Entire home/apt,2/5/18,7-14-18,Canada,44.05425845,-65.91347576,Nova Scotia,Yarmouth Municipal District,,,,CAD,,,0,0,,0,,,,3,2,6,3/4/18,0,FALSE,,Strict policy  –  Free cancellation within 48 hours,,,,,,,121,1528,573,After 4PM,12PM (noon),7,4,9,TRUE,,2193346,5304271,https://www.airbnb.com/rooms/2193346,https://a0.muscache.com/im/pictures/29648269/8b75862b_original.jpg?aki_policy=x_large,,,,
ab-564085,The Moody Piper,Bed and breakfast,Private room,6/28/12,5-21-19,Canada,43.82979,-66.03755,Nova Scotia,Yarmouth Municipal District,,,,CAD,44.79,59,11555,15222,0.822,63,258,56,51,1,1,2,4/22/19,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,30,40,44,1240,310,4PM - 9PM,9AM,1,147,6,TRUE,5,564085,162944,https://www.airbnb.com/rooms/564085,https://a0.muscache.com/im/pictures/45377648-f52d-4ddf-9d3b-8aa32d937819.jpg?aki_policy=x_large,,,,
ab-17963043,Cape cod style home in the country.,House,Entire home/apt,3/28/17,5-24-19,Canada,43.83212,-66.11921,Nova Scotia,Yarmouth,,,,CAD,101.06,129.24,10106,12924,0.699,15,100,43,10,3,1.5,6,4/18/19,100,FALSE,,Moderate - Free cancellation for 48 hours,,,38,50,,,144,2761,690,3PM - 12AM (midnight),11AM,2,8,20,TRUE,4.8,17963043,122253609,https://www.airbnb.com/rooms/17963043,https://a0.muscache.com/im/pictures/91d1633a-98de-4c55-8983-b223a56832b1.jpg?aki_policy=x_large,,,,
ab-19315989,"Alder Cove Lake House (Kelly's, 6 min from ferry)",House,Private room,6/13/17,5-21-19,Canada,43.85674,-66.11985,Nova Scotia,Yarmouth Municipal District,,,,CAD,76.62,99.38,9961,12920,0.596,74,130,88,26,3,1,5,5/9/19,100,TRUE,,Flexible - Free cancellation for 48 hours,,,,,7,10,75,2087,522,After 3PM,11AM,1,108,26,TRUE,5,19315989,134679165,https://www.airbnb.com/rooms/19315989,https://a0.muscache.com/im/pictures/d1c44bd1-6698-41ed-a9ce-389d82492798.jpg?aki_policy=x_large,,,,
ab-14916118,Four minutes from Ferry; a cozy pet friendly room!,House,Private room,9/4/16,10-3-18,Canada,43.8473929,-66.11167691,Nova Scotia,Yarmouth,,,,CAD,59,75,59,75,1,1,1,0,29,1,1,2,4/12/18,100,TRUE,,Flexible - Free cancellation for 48 hours,,,,,15,20,58,1626,406,After 2PM,1PM,1,23,7,TRUE,4.8,14916118,73310858,https://www.airbnb.com/rooms/14916118,https://a0.muscache.com/im/pictures/2c7c3819-505b-4afd-9b12-8ddbfe8c4d1e.jpg?aki_policy=x_large,,,,
ab-669209,Spacious Private Lakefront Apartment,Apartment,Entire home/apt,8/26/12,5-21-19,Canada,43.86539,-66.11784,Nova Scotia,Yarmouth Municipal District,,,,CAD,90.89,120.02,9907,13083,0.553,12,109,88,15,1,1,3,5/8/19,100,TRUE,,Strict - Free cancellation for 48 hours,373,500,19,25,7,10,104,2402,373,1PM - 10PM,11AM,2,55,7,TRUE,4.9,669209,2770683,https://www.airbnb.com/rooms/669209,https://a0.muscache.com/im/pictures/8797329/c531bf14_original.jpg?aki_policy=x_large,,,,
ab-20504880,"Prime location Private room in Yarmouth, NS Canada",Apartment,Private room,8/17/17,1-14-19,Canada,43.84741786,-66.11716759,Nova Scotia,Yarmouth,,,,CAD,54.12,70,3193,4130,0.396,47,59,90,35,1,1,2,10/6/18,100,FALSE,,Moderate - Free cancellation for 48 hours,,,,,,,51,1437,359,12PM (noon) - 10PM,12PM (noon),1,36,12,TRUE,4.3,20504880,146387830,https://www.airbnb.com/rooms/20504880,https://a0.muscache.com/im/pictures/d590c132-5763-461c-a406-4d293bf71c8c.jpg?aki_policy=x_large,,,,
ab-20569476,Room for rent,House,Private room,8/20/17,5-22-19,Canada,43.83356,-66.118,Nova Scotia,Yarmouth,,,,CAD,,,0,0,,0,,,,1,1,1,8/20/17,,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,34,1044,261,After 3PM,,1,0,1,TRUE,,20569476,146925137,https://www.airbnb.com/rooms/20569476,https://a0.muscache.com/im/pictures/7a859383-6670-441d-a1b2-e7a687df3926.jpg?aki_policy=x_large,,,,
ab-2753897,Lakeside room # 1 with a view!,House,Private room,4/8/14,4-3-19,Canada,43.92958,-65.90131,Nova Scotia,Yarmouth Municipal District,,,,CAD,41.69,53.68,3002,3865,0.444,19,72,90,50,3,1,6,2/5/19,100,TRUE,,Moderate - Free cancellation for 48 hours,,,,,22,30,35,983,187,After 1PM,12PM (noon),2,42,13,TRUE,4.8,2753897,3254670,https://www.airbnb.com/rooms/2753897,https://a0.muscache.com/im/pictures/72977188/de4bbae0_original.jpg?aki_policy=x_large,,,,
